key,en,es,ru,ko,ja,it,de,fr,nl,zh,ar,ur
viewWishListText,View WishList,Ver lista de deseos,Посмотреть список желаний,위시리스트를 봅니다,ウィッシュリストを表示します,Visualizza la lista dei desideri,Wunschliste anzeigen,Afficher la liste de souhaits,Bekijk de verlanglijst,查看愿望清单,عرض قائمة الرغبة,خواہش کی فہرست دیکھیں
policyHeadingText_suv,Suv & Nut Group Privacy Policy,Política de privacidad del grupo SUV & Nut,Политика конфиденциальности внедорожников и ореховых групп,SUV & NUT 그룹 개인 정보 보호 정책,SUV＆Nut Groupプライバシーポリシー,Informativa sulla privacy SUV e Nut Group,Datenschutzrichtlinie für SUV & Nut Group,Politique de confidentialité des groupes SUV et noix,SUV & NUT Group Privacybeleid,SUV＆NUT Group隐私政策,سياسة خصوصية مجموعة سيارات الدفع الرباعي والجوز,ایس یو وی اور نٹ گروپ پرائیویسی پالیسی
youaddCartText_suv,You added,Tu agregaste,Вы добавили,당신은 추가했습니다,追加しました,Hai aggiunto,Du hast hinzugefügt,Tu as ajouté,Jij voegde toe,您添加了,لقد أضفت,آپ نے مزید کہا
youaddCartEndText,to your shopping cart.,a tu carrito de compras.,в вашу корзину.,쇼핑 카트에.,あなたのショッピングカートに。,al tuo carrello.,in Ihren Warenkorb.,à votre panier.,naar uw winkelwagentje.,到您的购物车。,لعربة التسوق الخاصة بك.,آپ کی خریداری کی ٹوکری میں
specialSizeRequestsText,Special Size Requests,Solicitudes de tamaño especial,Запросы специального размера,특별 크기 요청,特別なサイズのリクエスト,Richieste di dimensioni speciali,Anfragen von Spezialgrößen,Demandes de taille spéciale,Special Size -aanvragen,特殊尺寸请求,طلبات الحجم الخاص,خصوصی سائز کی درخواستیں
specialSizeEnterEmailText,Enter Email,Ingrese correo electrónico,Введите адрес электронной почты,이메일을 입력하십시오,メールアドレスを入力して,Inserisci l'email,Email eingeben,Entrez le courrier électronique,Voer email in,输入电子邮件,أدخل البريد الإلكتروني,ای میل درج کریں
updateAddressText,Update Address,Dirección de actualización,Обновление адреса,업데이트 주소,アドレスを更新します,Indirizzo di aggiornamento,Adresse aktualisieren,Adresse de mise à jour,Update adres,更新地址,تحديث العنوان,ایڈریس اپ ڈیٹ کریں
specialSizeSubmitText,Submit,Enviar,Представлять на рассмотрение,제출하다,送信,Invia,Einreichen,Soumettre,Indienen,提交,يُقدِّم,جمع کرائیں
testDonationText_suv,Test Donation,Donación de pruebas,Тестовое пожертвование,시험 기부,テスト寄付,Donazione di prova,Testspende,Don de test,Testdonatie,测试捐赠,اختبار التبرع,ٹیسٹ کا عطیہ
e5Text_suv,€5,€5,5€,€5,€5,€5,5€,5€,€5,€5,5 يورو,€5
e10Text_suv,€10,€10,10€,€10,10ユーロ,€10,10€,10€,€10,€10,10 يورو,€10
e15Text_suv,€15,€15,€15,€15,€15,€15,15€,15€,€15,€15,15 يورو,€15
e20Text_suv,€20,€20,€20,€20,€20,€20,20€,20€,€20,€20,20 يورو,€20
e25Text_suv,€25,€25,€25,€25,€25,€25,25€,25€,€25,€25,25 يورو,€25
cartContain1_suv,Support a Charity With Your Donation,Apoyar una organización benéfica con su donación,Поддержите благотворительную организацию с пожертвованием,기부금으로 자선 단체를 지원하십시오,あなたの寄付で慈善を支援してください,Supporta un'organizzazione benefica con la tua donazione,Unterstützen Sie eine Wohltätigkeitsorganisation mit Ihrer Spende,Soutenez un organisme de bienfaisance avec votre don,Steun een goed doel met uw donatie,支持您的捐款,دعم جمعية خيرية مع تبرعك,اپنے عطیہ کے ساتھ کسی خیراتی ادارے کی حمایت کریں
cartContain2_suv,"15% of the order value will be donated by
Suv & Nat for donations.","El 15% del valor del pedido será donado por
SUV y NAT para donaciones.","15% от стоимости заказа будет пожертвовано
Внедорожник и NAT для пожертвований.","주문 가치의 15%가
기부금을위한 SUV & NAT.","注文値の15％は
寄付のためのSUV＆NAT。","Il 15% del valore dell'ordine sarà donato da
SUV e Nat per donazioni.","15% des Bestellwerts werden von gespendet
SUV & NAT für Spenden.","15% de la valeur de commande sera donnée par
SUV et nat pour les dons.","15% van de bestelwaarde wordt geschonken door
SUV & NAT voor donaties.","订单值的15％将由
SUV和NAT捐款。","سيتم التبرع بـ 15 ٪ من قيمة الطلب بواسطة
سيارات الدفع الرباعي و NAT للتبرعات.","آرڈر ویلیو کا 15 ٪ کے ذریعہ عطیہ کیا جائے گا
عطیات کے لئے ایس یو وی اور نیٹ۔"
affiliateProgramText,Affiliate Program,programa de afiliación,Партнерская программа,제휴 프로그램,アフィリエイトプログラム,programma affiliato,Partnerprogramm,Programme d'affiliation,Affiliate-programma,会员计划,إنضم لبرنامج,وابستہ پروگرام
sizeChartText,Size Chart,Carta del tamaño,Таблица размеров,크기 차트,サイズチャート,Tabella di formato,Größentabelle,Tableau des tailles,Maattabel,尺寸图,حجم الرسم البياني,قد قامت کا نقشہ
nameText_suv,Name,Nombre,Имя,이름,名前,Nome,Name,Nom,Naam,姓名,اسم,نام
reasonCancelText,Reason to cancel,Razón para cancelar,Причина отменить,취소해야 할 이유,キャンセルする理由,Motivo per annullare,Grund zu stornieren,Raison d'annuler,Reden om te annuleren,取消的原因,سبب الإلغاء,منسوخ کرنے کی وجہ
cancelItemText,cancel item,cancelar artículo,Отменить элемент,항목 취소,アイテムをキャンセルします,cancella elemento,Artikel abbrechen,annuler l'article,annuleer item,取消项目,إلغاء البند,آئٹم منسوخ کریں
app_id_solo,solo,solo,соло,독주,ソロ,assolo,Solo,solo,solo,独奏,منفرد,سولو
appNameText_solo,Solo Luxury,Lujo en solitario,Сольная роскошь,솔로 럭셔리,ソロの贅沢,Lusso solista,Solo -Luxus,Luxe en solo,Solo luxe,独奏奢侈品,الرفاهية المنفردة,سولو لگژری
registerwithApple,Register With Apple,Regístrese con Apple,Зарегистрироваться в Apple,Apple에 등록하십시오,Appleに登録してください,Registrati con Apple,Registrieren Sie sich bei Apple,Inscrivez-vous avec Apple,Registreer je bij Apple,向苹果注册,سجل مع Apple,ایپل کے ساتھ رجسٹر ہوں
expectedDate,Expected Shipment Date,Fecha de envío esperada,Ожидаемая дата отгрузки,예상 배송 일,予想出荷日,Data di spedizione prevista,Erwarteter Versanddatum,Date d'expédition attendue,Verwachte verzenddatum,预期货物日期,تاريخ الشحن المتوقع,متوقع شپمنٹ کی تاریخ
orderDate,Order Date,Fecha de orden,Дата заказа,주문 날짜,注文日,Data dell'ordine,Bestelldatum,Date de commande,Besteldatum,订购日期,تاريخ الطلب,آرڈر کی تاریخ
tax,TAX,IMPUESTO,Налога,세,税,IMPOSTA,MWST,IMPÔT,BELASTING,税,ضريبة,ٹیکس
promoCode,PROMO CODE,CÓDIGO PROMOCIONAL,ПРОМО-КОД,프로모션 코드,プロモーションコード,CODICE PROMOZIONALE,WERBE-CODE,CODE PROMO,PROMOTIECODE,促销代码,رمز ترويجي,پرومو کوڈ
enterCode,Enter promo code,Introduce el código de promoción,Введите промо-код,프로모션 코드 입력하기,プロモーションコードを入力,Immettere il codice promozionale,Geben Sie den Promo -Code ein,Saisir le code promotionnel,Voer de promotiecode in,输入促销代码,إدخال الرمز الترويجي,پرومو کوڈ درج کریں
updateCart,UPDATE CART,ACTUALIZACIÓN DE LA COMPRA,ОБНОВИТЬ КОРЗИНУ,카트 업데이트,カートの更新,AGGIORNA CARRELLO,Cart aktualisieren,MISE À JOUR PANIER,Update kar,更新购物车,تحديث العربة,اپ ڈیٹ کارٹ
cart,CART,CARRO,Тележка,카트,カート,CARRELLO,WAGEN,CHARIOT,Kar,大车,عربة التسوق,کارٹ
cartContain1_solo,Support a charity with your donation,Apoyar una organización benéfica con su donación,Поддержите благотворительную организацию с пожертвованием,기부금으로 자선 단체를 지원하십시오,あなたの寄付で慈善を支援してください,Supporta un'organizzazione benefica con la tua donazione,Unterstützen Sie eine Wohltätigkeitsorganisation mit Ihrer Spende,Soutenez un organisme de bienfaisance avec votre don,Steun een goed doel met uw donatie,支持您的捐款,دعم جمعية خيرية مع تبرعك,اپنے عطیہ کے ساتھ کسی خیراتی ادارے کی حمایت کریں
cartContain2_solo,"15% of the order value will be donated by
Solo Luxury for donations.","El 15% del valor del pedido será donado por
Solo lujo para donaciones.","15% от стоимости заказа будет пожертвовано
Сольная роскошь для пожертвований.","주문 가치의 15%가
기부를위한 솔로 럭셔리.","注文値の15％は
寄付のためのソロの贅沢。","Il 15% del valore dell'ordine sarà donato da
Lusso da solista per donazioni.","15% des Bestellwerts werden von gespendet
Solo -Luxus für Spenden.","15% de la valeur de commande sera donnée par
Luxe en solo pour les dons.","15% van de bestelwaarde wordt geschonken door
Solo luxe voor donaties.","订单值的15％将由
独奏捐款。","سيتم التبرع بـ 15 ٪ من قيمة الطلب بواسطة
الفخامة منفردة للتبرعات.","آرڈر ویلیو کا 15 ٪ کے ذریعہ عطیہ کیا جائے گا
چندہ کے لئے سولو لگژری۔"
